,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,rooms,bus_stop,subway,park,school,police,hospital,parrilla,gimnasio,sum,pileta,hidromasaje,vigilancia,playrooom,cancha,solarium,al_frente,nuevo,lavadero,aire,calefaccion,luminoso,garage,balcon,baulera,terraza
9109,153000.0,47.0,40.0,3255.31914893617,3825.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9112,151000.0,47.0,40.0,3212.7659574468084,3775.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9114,252000.0,80.0,76.0,3150.0,3315.7894736842104,3.0,8.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
9118,362000.0,135.0,69.0,2681.481481481481,5246.376811594203,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
9120,262000.0,80.0,76.0,3275.0,3447.3684210526317,3.0,8.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
9122,220000.0,70.0,62.0,3142.857142857143,3548.3870967741937,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1
9126,365000.0,113.0,92.0,3230.088495575221,3967.391304347826,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1
9135,365923.67,88.0,70.0,4158.223522727271,93208.6,3.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
9136,140000.0,60.0,48.0,2333.333333333333,2916.666666666666,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
9139,140000.0,40.0,30.0,3500.0,4666.666666666667,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1
9141,154644.96,49.0,43.0,3156.0195918367344,64125.51162790697,1.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1
9144,121713.13,38.0,34.0,3202.977105263158,63829.58823529412,1.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1
9145,239000.0,115.0,54.0,2078.2608695652175,4425.925925925926,3.0,9.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9146,205000.0,62.0,62.0,3306.451612903226,3306.451612903226,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
9148,185000.0,50.0,46.0,3700.0,4021.7391304347825,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
9149,283896.41,60.0,52.0,4731.606833333333,97346.44230769233,2.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1
9153,215394.96,48.0,40.0,4487.395,96015.0,2.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1
9154,108000.0,36.0,32.0,3000.0,3375.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1
9158,110000.0,36.0,32.0,3055.555555555556,3437.5,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1
9159,159500.0,63.0,48.0,2531.7460317460323,3322.916666666666,2.0,7.0,0.0,3.0,2.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9164,199900.0,70.0,59.0,2855.714285714286,3388.1355932203387,3.0,12.0,0.0,0.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
9165,149500.0,55.0,48.0,2718.181818181818,3114.583333333333,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9166,152000.0,48.0,43.0,3166.666666666666,3534.8837209302324,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9169,199900.0,70.0,59.0,2855.714285714286,3388.1355932203387,3.0,12.0,0.0,0.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
9170,155000.0,55.0,48.0,2818.181818181818,3229.166666666666,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9175,960000.0,201.0,173.0,4776.119402985075,5549.132947976877,6.0,6.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9177,158000.0,55.0,48.0,2872.7272727272725,3291.666666666666,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9180,225000.0,44.0,40.0,5113.636363636364,5625.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
9182,160000.0,55.0,48.0,2909.090909090909,3333.333333333333,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9183,161000.0,63.0,54.0,2555.555555555556,2981.481481481481,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9184,225000.0,50.0,45.0,4500.0,5000.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
9186,164000.0,55.0,48.0,2981.818181818182,3416.666666666666,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9187,146300.0,57.0,47.0,2566.6666666666665,3112.7659574468084,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9188,180000.0,70.0,62.0,2571.428571428572,2903.225806451613,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9189,160000.0,55.0,35.0,2909.090909090909,4571.428571428572,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9190,160000.0,64.0,53.0,2500.0,3018.867924528302,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9192,171960.0,54.0,40.0,3184.4444444444453,4299.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9193,79000.0,22.0,20.0,3590.909090909091,3950.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9195,90000.0,32.0,28.0,2812.5,3214.285714285714,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9196,96000.0,35.0,31.0,2742.857142857143,3096.7741935483873,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9198,124800.0,43.0,31.0,2902.325581395349,4025.806451612904,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9199,95000.0,34.0,31.0,2794.1176470588234,3064.5161290322585,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9200,360000.0,78.0,70.0,4615.384615384615,5142.857142857143,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9201,183460.0,56.0,45.0,3276.0714285714284,4076.888888888889,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9202,96900.0,34.0,31.0,2850.0,3125.8064516129034,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9203,92000.0,32.0,28.0,2875.0,3285.714285714286,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9204,99000.0,34.0,31.0,2911.7647058823527,3193.548387096774,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9205,80000.0,22.0,20.0,3636.363636363637,4000.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9207,99900.0,34.0,31.0,2938.2352941176478,3222.5806451612902,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9208,350000.0,80.0,75.0,4375.0,4666.666666666667,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1
9209,182000.0,70.0,62.0,2600.0,2935.483870967741,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9210,106000.0,35.0,31.0,3028.5714285714284,3419.3548387096776,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9211,157100.0,50.0,41.0,3142.0,3831.707317073171,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
9214,82000.0,30.0,25.0,2733.333333333333,3280.0,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9215,184000.0,70.0,62.0,2628.5714285714284,2967.7419354838707,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9218,78000.0,28.0,25.0,2785.714285714286,3120.0,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9219,186000.0,70.0,62.0,2657.142857142857,3000.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9220,135000.0,39.0,36.0,3461.5384615384614,3750.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0
9223,79900.0,28.0,25.0,2853.5714285714284,3196.0,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9224,450000.0,82.0,76.0,5487.804878048782,5921.0526315789475,2.0,5.0,0.0,3.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
9227,81500.0,28.0,25.0,2910.714285714286,3260.0,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9228,189000.0,70.0,62.0,2700.0,3048.3870967741937,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9231,83000.0,28.0,25.0,2964.285714285714,3320.0,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9234,85000.0,28.0,25.0,3035.714285714286,3400.0,2.0,9.0,0.0,0.0,5.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
9235,190000.0,70.0,62.0,2714.285714285714,3064.5161290322585,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9237,99000.0,38.0,35.0,2605.263157894737,2828.5714285714284,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1
9239,81000.0,22.0,20.0,3681.818181818182,4050.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9242,82000.0,22.0,20.0,3727.2727272727284,4100.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9244,84000.0,22.0,20.0,3818.181818181818,4200.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9249,86000.0,22.0,20.0,3909.090909090909,4300.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9251,189000.0,50.0,46.0,3780.0,4108.695652173913,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
9252,94000.0,32.0,28.0,2937.5,3357.142857142857,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9255,96000.0,32.0,28.0,3000.0,3428.5714285714284,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9256,182772.6,53.0,47.0,3448.5396226415096,69338.87234042553,2.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1
9258,100000.0,32.0,28.0,3125.0,3571.4285714285716,3.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9260,236104.42,71.0,66.0,3325.4143661971834,63785.757575757576,3.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1
9262,92000.0,38.0,38.0,2421.0526315789475,2421.0526315789475,2.0,11.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9263,102000.0,32.0,28.0,3187.5,3642.857142857143,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9264,299572.75,84.0,67.0,3566.342261904762,79724.35820895522,3.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1
9265,458998.4,127.0,88.0,3614.160629921261,93001.94318181818,4.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1
9268,388208.4,88.0,70.0,4411.459090909091,98885.0,3.0,7.0,0.0,1.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
9271,530000.0,165.0,155.0,3212.121212121212,3419.3548387096776,4.0,2.0,0.0,1.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1
9274,500000.0,165.0,155.0,3030.3030303030305,3225.8064516129034,4.0,2.0,0.0,1.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1
9305,357365.63,104.0,92.0,3436.2079807692307,69260.95652173914,4.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1
9309,521082.52,110.0,96.0,4737.113818181819,96782.9375,4.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1
9330,465000.0,133.0,117.0,3496.2406015037604,3974.358974358974,4.0,8.0,0.0,4.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
9356,255000.0,74.0,60.0,3445.945945945946,4250.0,1.0,7.0,0.0,3.0,2.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0
9361,515000.0,260.0,200.0,1980.7692307692307,2575.0,7.0,3.0,1.0,1.0,1.0,0.0,0.0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1
9367,374724.54,89.0,68.0,4210.388089887641,98257.73529411764,3.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
9370,385966.29,89.0,68.0,4336.69988764045,101205.47058823527,3.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
9373,397545.27,89.0,68.0,4466.800786516854,104241.63235294117,3.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
9380,409471.63,89.0,68.0,4600.804831460674,107368.88235294117,3.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
9383,399854.68,88.0,70.0,4543.803181818182,101851.55714285713,3.0,7.0,0.0,1.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
9424,478870.0,130.0,118.0,3683.615384615385,4058.2203389830506,4.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
9428,221148.0,58.0,49.0,3812.896551724138,4513.224489795918,2.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
9432,224220.0,58.0,49.0,3865.8620689655168,4575.918367346939,2.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
9442,677805.0,226.0,138.0,2999.137168141593,4911.630434782609,4.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
9447,198072.0,52.0,45.0,3809.0769230769233,4401.6,2.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
9454,200823.0,52.0,45.0,3861.980769230769,4462.733333333334,2.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
9457,169000.0,51.0,48.0,3313.7254901960773,3520.833333333333,1.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9469,498000.0,176.0,158.0,2829.5454545454545,3151.8987341772154,4.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
9477,239000.0,94.0,88.0,2542.553191489362,2715.909090909091,3.0,10.0,0.0,1.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9520,395000.0,142.0,130.0,2781.690140845071,3038.4615384615386,4.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
9547,178000.0,37.0,29.0,4810.810810810811,6137.931034482759,1.0,7.0,0.0,1.0,3.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
9554,200000.0,50.0,41.0,4000.0,4878.048780487805,1.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9556,87000.0,39.0,39.0,2230.769230769231,2230.769230769231,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0
9557,200000.0,50.0,41.0,4000.0,4878.048780487805,1.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
9585,164500.0,70.0,66.0,2350.0,2492.4242424242425,3.0,6.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
9590,108000.0,34.0,34.0,3176.470588235294,3176.470588235294,2.0,5.0,0.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9591,365243.87,109.0,96.0,3350.8611926605504,67838.34375,4.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1
9600,383932.3,109.0,96.0,3522.3146788990825,71309.42708333331,4.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1
9606,148000.0,49.0,44.0,3020.4081632653056,3363.6363636363635,2.0,6.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
9615,358000.0,156.0,130.0,2294.871794871795,2753.8461538461547,5.0,9.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
9616,175000.0,76.0,60.0,2302.6315789473683,2916.666666666666,2.0,12.0,0.0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9622,258000.0,116.0,103.0,2224.1379310344832,2504.854368932039,4.0,5.0,0.0,1.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9657,130000.0,37.0,37.0,3513.5135135135133,3513.5135135135133,1.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
9658,185000.0,72.0,64.0,2569.444444444445,2890.625,3.0,9.0,0.0,1.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
9680,275000.0,120.0,112.0,2291.6666666666665,2455.357142857143,4.0,6.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
9724,126546.19,39.0,34.0,3244.7741025641026,66364.17647058824,1.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1
9737,106801.0,43.0,39.0,2483.7441860465115,2738.4871794871797,1.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9741,112401.0,43.0,39.0,2613.9767441860463,2882.0769230769233,1.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9743,125933.0,52.0,44.0,2421.788461538461,2862.1136363636365,2.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9745,202000.0,67.0,55.0,3014.925373134329,3672.727272727273,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
9747,129933.0,52.0,44.0,2498.7115384615386,2953.0227272727275,2.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9750,131533.0,52.0,44.0,2529.480769230769,2989.3863636363635,2.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9752,128618.0,52.0,49.0,2473.423076923077,2624.857142857143,2.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9756,132618.0,52.0,49.0,2550.346153846154,2706.489795918367,2.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9758,134218.0,52.0,49.0,2581.115384615385,2739.142857142857,2.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9760,125838.0,50.0,43.0,2516.76,2926.465116279069,2.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9762,135200.0,50.0,43.0,2704.0,3144.186046511628,2.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9769,91186.0,31.0,27.0,2941.483870967741,3377.259259259259,1.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9770,183400.0,72.0,65.0,2547.222222222222,2821.5384615384614,3.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9776,200103.0,86.0,65.0,2326.779069767442,3078.507692307692,3.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9777,93994.0,32.0,28.0,2937.3125,3356.9285714285716,1.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9779,191775.0,90.0,57.0,2130.833333333333,3364.4736842105267,3.0,4.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
9780,157000.0,60.0,54.0,2616.6666666666665,2907.4074074074074,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
9781,325000.0,104.0,92.0,3125.0,3532.608695652174,4.0,9.0,0.0,3.0,3.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0
9782,145000.0,105.0,44.0,1380.952380952381,3295.4545454545455,2.0,10.0,1.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
9783,69000.0,21.0,21.0,3285.714285714286,3285.714285714286,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9791,164157.59,52.0,47.0,3156.8767307692306,62276.85106382979,2.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1
9798,220000.0,44.0,40.0,5000.0,5500.0,2.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
9800,890000.0,274.0,250.0,3248.1751824817516,3560.0,6.0,21.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
