,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,rooms,bus_stop,subway,park,school,police,hospital,parrilla,gimnasio,sum,pileta,hidromasaje,vigilancia,playrooom,cancha,solarium,al_frente,nuevo,lavadero,aire,calefaccion,luminoso,garage,balcon,baulera,terraza
5010,116000.0,38.0,33.0,3052.631578947369,3515.151515151515,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0
5034,183000.0,70.0,67.0,2614.285714285714,2731.343283582089,4.0,11.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5038,68000.0,24.0,24.0,2833.333333333333,2833.333333333333,2.0,20.0,1.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
5071,210000.0,67.0,53.0,3134.328358208956,3962.264150943396,3.0,15.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
5072,450000.0,146.0,136.0,3082.1917808219177,3308.8235294117653,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
5078,720000.0,307.0,207.0,2345.276872964169,3478.2608695652175,4.0,20.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
5134,148000.0,49.0,46.0,3020.4081632653056,3217.391304347826,3.0,7.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
5146,336000.0,112.0,112.0,3000.0,3000.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
5163,239900.0,70.0,62.0,3427.142857142857,3869.3548387096776,4.0,7.0,0.0,4.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
5164,850000.0,185.0,178.0,4594.594594594595,4775.280898876405,4.0,20.0,1.0,4.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0
5165,130000.0,49.0,49.0,2653.061224489796,2653.061224489796,3.0,11.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5206,121900.0,58.0,58.0,2101.7241379310344,2101.7241379310344,3.0,17.0,0.0,6.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
5207,113000.0,35.0,35.0,3228.5714285714284,3228.5714285714284,1.0,7.0,0.0,3.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5209,218000.0,77.0,61.0,2831.1688311688317,3573.7704918032787,3.0,4.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
5212,2499000.0,655.0,500.0,3815.267175572519,4998.0,8.0,20.0,1.0,4.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1
5215,158000.0,42.0,40.0,3761.904761904762,3950.0,1.0,20.0,1.0,4.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0
5226,198000.0,10.0,90.0,19800.0,2200.0,0.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5243,395000.0,141.0,141.0,2801.418439716312,2801.418439716312,4.0,9.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5244,240000.0,100.0,100.0,2400.0,2400.0,4.0,11.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5250,98000.0,35.0,35.0,2800.0,2800.0,1.0,20.0,1.0,4.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
5258,680000.0,196.0,196.0,3469.387755102041,3469.387755102041,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
5260,92000.0,28.0,28.0,3285.714285714286,3285.714285714286,4.0,14.0,1.0,0.0,3.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
5280,405836.0,118.0,118.0,3439.2881355932204,3439.2881355932204,4.0,14.0,1.0,0.0,3.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5304,285000.0,112.0,112.0,2544.642857142857,2544.642857142857,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0
5329,114900.0,36.0,36.0,3191.666666666666,3191.666666666666,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
5358,1280000.0,340.0,222.0,3764.7058823529414,5765.765765765766,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5367,249900.0,98.0,82.0,2550.0,3047.560975609756,4.0,2.0,1.0,2.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0
5377,440000.0,110.0,100.0,4000.0,4400.0,4.0,11.0,0.0,4.0,1.0,0.0,0.0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0
5378,90000.0,40.0,40.0,2250.0,2250.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5389,425000.0,154.0,142.0,2759.74025974026,2992.957746478873,4.0,2.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
5395,128000.0,112.0,57.0,1142.857142857143,2245.6140350877195,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5400,103000.0,42.0,42.0,2452.3809523809523,2452.3809523809523,2.0,8.0,0.0,1.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5402,698000.0,197.0,171.0,3543.147208121828,4081.8713450292403,4.0,11.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
5403,698000.0,197.0,171.0,3543.147208121828,4081.8713450292403,5.0,11.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
5495,240000.0,109.0,81.0,2201.834862385321,2962.962962962963,4.0,13.0,0.0,2.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
5504,410000.0,111.0,100.0,3693.693693693693,4100.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
5520,95000.0,30.0,30.0,3166.666666666666,3166.666666666666,1.0,13.0,1.0,4.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5525,292000.0,89.0,86.0,3280.8988764044952,3395.3488372093025,4.0,13.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0
5530,135000.0,110.0,55.0,1227.2727272727273,2454.5454545454545,3.0,20.0,1.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5531,285000.0,112.0,112.0,2544.642857142857,2544.642857142857,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0
5533,360000.0,168.0,138.0,2142.8571428571427,2608.695652173913,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
5554,180000.0,68.0,65.0,2647.0588235294117,2769.230769230769,3.0,13.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
5555,180000.0,68.0,65.0,2647.0588235294117,2769.230769230769,3.0,13.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
5562,108000.0,33.0,30.0,3272.7272727272725,3600.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
5564,135000.0,33.0,30.0,4090.909090909091,4500.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
5565,133789.0,38.0,32.0,3520.763157894737,4180.90625,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
5566,116903.0,33.0,30.0,3542.5151515151515,3896.766666666667,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
5613,108000.0,33.0,30.0,3272.7272727272725,3600.0,1.0,20.0,1.0,4.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
5655,245000.0,87.0,87.0,2816.0919540229884,2816.0919540229884,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
5722,195000.0,78.0,60.0,2500.0,3250.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5724,289000.0,81.0,73.0,3567.901234567901,3958.904109589041,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0
5728,275000.0,125.0,113.0,2200.0,2433.628318584071,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
5729,295000.0,126.0,110.0,2341.269841269841,2681.818181818182,4.0,20.0,1.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
5737,290000.0,124.0,86.0,2338.7096774193546,3372.0930232558144,3.0,11.0,1.0,2.0,1.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1
5738,698000.0,197.0,171.0,3543.147208121828,4081.8713450292403,5.0,11.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
5741,325000.0,110.0,100.0,2954.5454545454545,3250.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
5762,565000.0,202.0,170.0,2797.0297029702974,3323.529411764706,5.0,10.0,0.0,6.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0
5763,119000.0,58.0,54.0,2051.7241379310344,2203.703703703704,3.0,10.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
5770,119000.0,41.0,31.0,2902.439024390244,3838.709677419354,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5774,90000.0,39.0,35.0,2307.692307692308,2571.428571428572,1.0,10.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
5777,105000.0,39.0,38.0,2692.3076923076924,2763.157894736842,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5779,110000.0,38.0,31.0,2894.7368421052643,3548.3870967741937,2.0,1.0,1.0,2.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5783,116815.0,38.0,33.0,3074.078947368421,3539.848484848485,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0
5784,111400.0,37.0,30.0,3010.8108108108117,3713.333333333334,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0
5785,109500.0,37.0,30.0,2959.4594594594605,3650.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0
5805,150000.0,52.0,45.0,2884.615384615385,3333.333333333333,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
5817,585000.0,232.0,160.0,2521.5517241379307,3656.25,4.0,9.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1
5822,79500.0,35.0,27.0,2271.428571428572,2944.4444444444453,2.0,16.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5823,265000.0,69.0,63.0,3840.579710144928,4206.349206349207,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
5839,1750000.0,224.0,193.0,7812.5,9067.357512953367,4.0,8.0,0.0,2.0,0.0,0.0,0.0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
5840,540000.0,163.0,153.0,3312.883435582822,3529.4117647058824,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
5841,840000.0,273.0,235.0,3076.9230769230767,3574.468085106383,5.0,6.0,0.0,1.0,2.0,0.0,0.0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
5845,245000.0,60.0,60.0,4083.333333333334,4083.333333333334,3.0,11.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
5846,169000.0,52.0,52.0,3250.0,3250.0,3.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
5847,445000.0,145.0,128.0,3068.9655172413795,3476.5625,5.0,11.0,0.0,4.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0
5848,160000.0,52.0,45.0,3076.9230769230767,3555.555555555556,2.0,11.0,0.0,6.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
5854,200000.0,54.0,48.0,3703.7037037037044,4166.666666666667,2.0,16.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5859,305000.0,113.0,106.0,2699.1150442477874,2877.3584905660377,4.0,2.0,0.0,1.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5886,530000.0,334.0,128.0,1586.8263473053892,4140.625,4.0,13.0,0.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0
5895,250000.0,76.0,70.0,3289.4736842105267,3571.4285714285716,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5944,184500.0,78.0,72.0,2365.384615384615,2562.5,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
5960,143000.0,53.0,53.0,2698.1132075471696,2698.1132075471696,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
5963,160000.0,54.0,53.0,2962.962962962963,3018.867924528302,3.0,20.0,1.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5974,229000.0,90.0,87.0,2544.444444444445,2632.1839080459768,4.0,3.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
6007,1250000.0,332.0,278.0,3765.0602409638564,4496.402877697842,5.0,7.0,0.0,3.0,2.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
6008,450000.0,143.0,140.0,3146.853146853147,3214.285714285714,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
6019,700000.0,140.0,140.0,5000.0,5000.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
6034,128650.0,40.0,35.0,3216.25,3675.714285714286,1.0,7.0,1.0,4.0,1.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
6035,100000.0,34.0,27.0,2941.1764705882347,3703.7037037037044,1.0,7.0,1.0,4.0,1.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
6043,498000.0,334.0,128.0,1491.0179640718563,3890.625,4.0,12.0,0.0,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0
6045,153000.0,49.0,46.0,3122.448979591837,3326.086956521739,2.0,20.0,1.0,4.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
6046,156000.0,49.0,46.0,3183.673469387755,3391.304347826087,2.0,20.0,1.0,4.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
6048,181000.0,53.0,46.0,3415.0943396226417,3934.782608695652,1.0,20.0,1.0,4.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
6049,235000.0,100.0,60.0,2350.0,3916.666666666666,2.0,8.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6053,210000.0,99.0,99.0,2121.212121212121,2121.212121212121,3.0,8.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6055,305000.0,98.0,79.0,3112.244897959184,3860.759493670886,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
6060,103000.0,34.0,32.0,3029.4117647058824,3218.75,1.0,11.0,0.0,0.0,1.0,1.0,0.0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0
6061,158000.0,65.0,62.0,2430.769230769231,2548.387096774193,2.0,20.0,1.0,4.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6069,169000.0,52.0,45.0,3250.0,3755.555555555556,2.0,9.0,0.0,3.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
6080,410000.0,160.0,134.0,2562.5,3059.7014925373132,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
6085,420000.0,185.0,150.0,2270.2702702702704,2800.0,4.0,8.0,0.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0
6095,295000.0,126.0,119.0,2341.269841269841,2478.991596638656,5.0,20.0,1.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
6101,170000.0,68.0,68.0,2500.0,2500.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6103,235000.0,100.0,60.0,2350.0,3916.666666666666,2.0,8.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
6105,89900.0,38.0,38.0,2365.7894736842104,2365.7894736842104,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6106,105000.0,42.0,42.0,2500.0,2500.0,2.0,10.0,1.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6133,175000.0,53.0,53.0,3301.8867924528304,3301.8867924528304,2.0,9.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6180,335000.0,115.0,75.0,2913.043478260869,4466.666666666667,3.0,7.0,1.0,0.0,3.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
6181,5500000.0,516.0,456.0,10658.91472868217,12061.40350877193,6.0,8.0,0.0,2.0,1.0,0.0,0.0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1
6203,1100000.0,200.0,200.0,5500.0,5500.0,5.0,20.0,1.0,4.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
6204,5500000.0,517.0,456.0,10638.297872340423,12061.40350877193,6.0,8.0,0.0,2.0,1.0,0.0,0.0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1
6209,1400000.0,300.0,285.0,4666.666666666667,4912.280701754386,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1
6211,275000.0,100.0,90.0,2750.0,3055.555555555556,3.0,8.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0
6220,112000.0,37.0,33.0,3027.027027027027,3393.939393939394,1.0,4.0,0.0,2.0,0.0,1.0,0.0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
6221,112000.0,33.0,30.0,3393.939393939394,3733.333333333334,1.0,20.0,1.0,4.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
6222,104000.0,35.0,30.0,2971.4285714285716,3466.666666666666,1.0,20.0,1.0,4.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
6225,105000.0,35.0,30.0,3000.0,3500.0,1.0,20.0,1.0,4.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
6226,335000.0,115.0,75.0,2913.043478260869,4466.666666666667,3.0,7.0,1.0,0.0,3.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
6229,630000.0,139.0,124.0,4532.374100719425,5080.645161290323,4.0,20.0,1.0,4.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
6236,650000.0,185.0,185.0,3513.5135135135133,3513.5135135135133,4.0,10.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0
6257,110000.0,19.0,19.0,5789.4736842105285,5789.4736842105285,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6262,240000.0,80.0,80.0,3000.0,3000.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1
6265,175000.0,56.0,56.0,3125.0,3125.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6266,270000.0,86.0,86.0,3139.534883720931,3139.534883720931,3.0,10.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
6268,490000.0,120.0,120.0,4083.333333333334,4083.333333333334,4.0,8.0,1.0,1.0,4.0,0.0,0.0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1
6270,625000.0,111.0,111.0,5630.630630630632,5630.630630630632,4.0,11.0,0.0,4.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
6272,550000.0,197.0,197.0,2791.8781725888325,2791.8781725888325,7.0,17.0,1.0,4.0,2.0,1.0,0.0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0
6277,575000.0,114.0,105.0,5043.859649122807,5476.190476190476,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6285,230000.0,77.0,70.0,2987.012987012987,3285.714285714286,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0
6329,490000.0,97.0,97.0,5051.5463917525785,5051.5463917525785,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1
6339,555000.0,128.0,128.0,4335.9375,4335.9375,4.0,6.0,0.0,1.0,1.0,0.0,0.0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
6345,162000.0,63.0,58.0,2571.428571428572,2793.103448275862,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
6350,148000.0,52.0,48.0,2846.1538461538453,3083.333333333333,3.0,7.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0
6352,115000.0,31.0,31.0,3709.677419354839,3709.677419354839,1.0,10.0,0.0,0.0,3.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
6353,1200000.0,295.0,265.0,4067.796610169493,4528.301886792453,5.0,9.0,0.0,5.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0
6359,179000.0,75.0,55.0,2386.6666666666665,3254.5454545454545,3.0,9.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
6360,330000.0,130.0,130.0,2538.4615384615386,2538.4615384615386,4.0,9.0,0.0,3.0,3.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0
6394,148000.0,46.0,39.0,3217.391304347826,3794.871794871795,1.0,6.0,1.0,0.0,3.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6410,230000.0,78.0,77.0,2948.717948717949,2987.012987012987,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
6415,420000.0,138.0,126.0,3043.478260869565,3333.333333333333,4.0,20.0,1.0,4.0,0.0,0.0,0.0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1
6421,175000.0,61.0,61.0,2868.852459016393,2868.852459016393,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6430,200000.0,78.0,70.0,2564.102564102564,2857.142857142857,3.0,3.0,0.0,2.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
