,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,rooms,bus_stop,subway,park,school,police,hospital,parrilla,gimnasio,sum,pileta,hidromasaje,vigilancia,playrooom,cancha,solarium,al_frente,nuevo,lavadero,aire,calefaccion,luminoso,garage,balcon,baulera,terraza,Almagro,Barrio Norte,Belgrano,Caballito,Flores,Palermo,Recoleta,San Telmo,Villa Crespo,Villa Urquiza
2276,-34.5622021,-58.4427564,395000.0,140.0,140.0,2821.4285714285716,2821.4285714285716,4.0,9.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2277,-34.5968596,-58.441828,150000.0,57.0,57.0,2631.578947368421,2631.578947368421,3.0,6.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2278,-34.6081463,-58.4416019,245000.0,80.0,70.0,3062.5,3500.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2279,-34.5956429,-58.395208,255000.0,102.0,102.0,2500.0,2500.0,3.0,5.0,0.0,1.0,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2280,-34.5585119,-58.4600407,188000.0,89.0,74.0,2112.3595505617973,2540.5405405405404,3.0,11.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2281,-34.5950355,-58.391209314300006,120000.0,50.0,50.0,2400.0,2400.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2282,-34.6116783,-58.4436231,124500.0,40.0,36.0,3112.5,3458.333333333333,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2283,-34.582680955727966,-58.42436832577609,150000.0,64.0,64.0,2343.75,2343.75,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2284,-34.5924903,-58.4080803,225000.0,61.0,61.0,3688.524590163935,3688.524590163935,2.0,6.0,1.0,1.0,2.0,1.0,0.0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2285,-34.578543100000005,-58.4071007,780000.0,190.0,179.0,4105.263157894737,4357.541899441341,5.0,1.0,0.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2286,-34.5620844,-58.4566864,111400.0,40.0,36.0,2785.0,3094.4444444444453,1.0,20.0,1.0,4.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2287,-34.584981,-58.405508,360000.0,135.0,125.0,2666.6666666666665,2880.0,4.0,9.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2288,-34.5620844,-58.4566864,96040.0,33.0,29.0,2910.3030303030305,3311.7241379310344,1.0,20.0,1.0,4.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2289,-34.5935737,-58.4072468,320000.0,140.0,120.0,2285.714285714286,2666.6666666666665,5.0,9.0,0.0,1.0,5.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2290,-34.5620844,-58.4566864,77000.0,28.0,28.0,2750.0,2750.0,1.0,20.0,1.0,4.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2291,-34.5620844,-58.4566864,173500.0,60.0,53.0,2891.666666666666,3273.584905660377,1.0,20.0,1.0,4.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2292,-34.5620844,-58.4566864,179400.0,60.0,53.0,2990.0,3384.9056603773583,1.0,20.0,1.0,4.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2293,-34.5620844,-58.4566864,101760.0,32.0,28.0,3180.0,3634.285714285714,1.0,20.0,1.0,4.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2294,-34.5620844,-58.4566864,197400.0,60.0,53.0,3290.0,3724.528301886793,1.0,20.0,1.0,4.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2295,-34.617404984000004,-58.3780301069,83000.0,43.0,36.0,1930.2325581395346,2305.555555555556,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2296,-34.5620844,-58.4566864,130750.0,38.0,32.0,3440.7894736842104,4085.9375,1.0,20.0,1.0,4.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2297,-34.6288055,-58.4681244,95000.0,49.0,45.0,1938.7755102040808,2111.1111111111113,3.0,11.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2298,-34.5967529,-58.38418539999999,335000.0,140.0,125.0,2392.857142857143,2680.0,4.0,18.0,0.0,6.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2299,-34.5929102,-58.3907519,360000.0,93.0,93.0,3870.967741935484,3870.967741935484,3.0,10.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2300,-34.587722,-58.40609,320000.0,95.0,95.0,3368.421052631579,3368.421052631579,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2301,-34.578713,-58.435902,225797.0,61.0,61.0,3701.590163934426,3701.590163934426,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2302,-34.616566299999995,-58.4358604,120000.0,53.0,53.0,2264.1509433962265,2264.1509433962265,3.0,14.0,1.0,1.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2303,-34.619328499999995,-58.441859,73000.0,38.0,38.0,1921.0526315789475,1921.0526315789475,2.0,19.0,1.0,5.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2304,-34.6103382,-58.4174443,144000.0,65.0,61.0,2215.3846153846152,2360.655737704918,3.0,14.0,1.0,0.0,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2305,-34.629095,-58.469001,148000.0,154.0,129.0,961.038961038961,1147.2868217054265,5.0,12.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
2306,-34.627063,-58.459229,285000.0,144.0,129.0,1979.166666666667,2209.3023255813955,4.0,26.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
2307,-34.613487,-58.37753299999999,85000.0,39.0,39.0,2179.4871794871797,2179.4871794871797,2.0,5.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2308,-34.59132279999999,-58.4120557,180000.0,74.0,74.0,2432.4324324324325,2432.4324324324325,4.0,4.0,0.0,0.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2309,-34.59472589999999,-58.4138922,103000.0,44.0,37.0,2340.909090909091,2783.783783783784,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2310,-34.5962206,-58.4021659,340000.0,164.0,135.0,2073.170731707317,2518.518518518519,4.0,17.0,2.0,2.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2311,-34.582680955727966,-58.42436832577609,170000.0,58.0,54.0,2931.0344827586205,3148.1481481481487,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2312,-34.6286407,-58.4431851,183000.0,59.0,53.0,3101.694915254237,3452.830188679245,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2313,-34.594733000000005,-58.400236,460000.0,190.0,190.0,2421.0526315789475,2421.0526315789475,4.0,5.0,0.0,0.0,2.0,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2314,-34.582344,-58.420422,565000.0,215.0,215.0,2627.906976744186,2627.906976744186,5.0,23.0,1.0,6.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
2315,-34.611566,-58.4197,90000.0,53.0,53.0,1698.1132075471698,1698.1132075471698,2.0,12.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2316,-34.5621876,-58.44275,145000.0,55.0,55.0,2636.3636363636365,2636.3636363636365,2.0,9.0,0.0,6.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2317,-34.5998314385,-58.4060004423,183500.0,102.0,92.0,1799.0196078431372,1994.5652173913047,4.0,17.0,0.0,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2318,-34.582680955727966,-58.42436832577609,320000.0,150.0,75.0,2133.333333333333,4266.666666666667,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2319,-34.6041544,-58.4281556,185000.0,97.0,85.0,1907.2164948453608,2176.4705882352937,4.0,6.0,0.0,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2320,-34.567807,-58.5018235,180000.0,110.0,62.0,1636.3636363636365,2903.225806451613,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2321,-34.5938047,-58.3992245,420000.0,148.0,137.0,2837.837837837838,3065.693430656934,6.0,4.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2322,-34.5895459,-58.39736360000001,285000.0,95.0,88.0,3000.0,3238.6363636363635,3.0,17.0,0.0,2.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2323,-34.5585119,-58.4600407,188000.0,89.0,74.0,2112.3595505617973,2540.5405405405404,3.0,11.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2324,-34.6166897385,-58.44325576399999,179992.0,87.0,58.0,2068.8735632183907,3103.310344827586,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
2325,-34.6167403,-58.44302729999999,95991.0,44.0,35.0,2181.6136363636365,2742.6,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
2326,-34.6166897385,-58.4430411873,107997.0,53.0,32.0,2037.6792452830189,3374.90625,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
2327,-34.567401600000004,-58.44989079999999,81900.0,33.0,33.0,2481.818181818182,2481.818181818182,2.0,8.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2328,-34.6209278,-58.44587360000001,88000.0,44.0,44.0,2000.0,2000.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2329,-34.5561511,-58.4575006,425000.0,185.0,162.0,2297.297297297297,2623.456790123457,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
2330,-34.631830673,-58.4595343536,98500.0,50.0,50.0,1970.0,1970.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2331,-34.631830673,-58.4595343536,98500.0,50.0,50.0,1970.0,1970.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2332,-34.5915327,-58.40934549999999,160000.0,61.0,56.0,2622.9508196721313,2857.142857142857,2.0,8.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2333,-34.60352,-58.43538,255000.0,125.0,125.0,2040.0,2040.0,4.0,14.0,0.0,5.0,3.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2334,-34.571884999999995,-58.474946,165000.0,56.0,56.0,2946.4285714285716,2946.4285714285716,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2335,-34.644937,-58.454874,76000.0,43.0,43.0,1767.4418604651162,1767.4418604651162,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2336,-34.634956,-58.46544,129000.0,57.0,57.0,2263.157894736842,2263.157894736842,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2337,-34.572627000000004,-58.497777,127000.0,78.0,78.0,1628.2051282051282,1628.2051282051282,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2338,-34.586249,-58.404605,415000.0,139.0,139.0,2985.611510791367,2985.611510791367,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2339,-34.572627000000004,-58.497777,112000.0,50.0,50.0,2240.0,2240.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2340,-34.572627000000004,-58.497777,80000.0,35.0,35.0,2285.714285714286,2285.714285714286,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2341,-34.604514,-58.42301,148000.0,68.0,68.0,2176.4705882352937,2176.4705882352937,4.0,17.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2342,-34.576869,-58.435575,280000.0,82.0,82.0,3414.6341463414637,3414.634146341464,3.0,2.0,1.0,2.0,0.0,0.0,0.0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
2343,-34.556809,-58.457834,120000.0,37.0,37.0,3243.2432432432433,3243.2432432432433,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2344,-34.611683,-58.448918000000006,144000.0,64.0,64.0,2250.0,2250.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2345,-34.625192,-58.452399,53167.32,24.0,24.0,2215.305,39500.0,1.0,14.0,0.0,0.0,4.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2346,-34.625192,-58.452399,59729.11,24.0,24.0,2488.712916666667,44375.0,1.0,14.0,0.0,0.0,4.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2347,-34.625192,-58.452399,91640.72,40.0,40.0,2291.018,40850.0,2.0,14.0,0.0,0.0,4.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2348,-34.625192,-58.452399,113905.94,48.0,48.0,2373.0404166666667,42312.5,2.0,14.0,0.0,0.0,4.0,0.0,0.0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2349,-34.625192,-58.452399,92986.73,41.0,41.0,2267.969024390244,40439.0243902439,2.0,14.0,0.0,0.0,4.0,0.0,0.0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2350,-34.625192,-58.452399,89173.04,40.0,40.0,2229.326,39750.0,2.0,14.0,0.0,0.0,4.0,0.0,0.0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2351,-34.625192,-58.452399,59280.44,24.0,24.0,2470.018333333333,44041.66666666666,1.0,14.0,0.0,0.0,4.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2352,-34.625192,-58.452399,91640.72,40.0,40.0,2291.018,40850.0,2.0,14.0,0.0,0.0,4.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2353,-34.625637,-58.429056,335000.0,135.0,135.0,2481.481481481481,2481.481481481481,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2354,-34.625192,-58.452399,91416.39,41.0,41.0,2229.668048780488,39756.09756097561,2.0,14.0,0.0,0.0,4.0,0.0,0.0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2355,-34.625192,-58.452399,59448.69,35.0,35.0,1698.5339999999999,30285.714285714286,2.0,14.0,0.0,0.0,4.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2356,-34.62912,-58.46081,75000.0,35.0,35.0,2142.8571428571427,2142.8571428571427,1.0,19.0,0.0,1.0,6.0,0.0,0.0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2357,-34.573233,-58.479865,92000.0,39.0,39.0,2358.9743589743593,2358.9743589743593,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2358,-34.55888,-58.445914,179467.76,55.0,55.0,3263.050181818182,58181.81818181818,2.0,6.0,0.0,1.0,3.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2359,-34.6292,-58.433039,82000.0,36.0,36.0,2277.777777777778,2277.777777777778,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2360,-34.55888,-58.445914,330893.69,81.0,81.0,4085.107283950617,72839.50617283951,3.0,6.0,0.0,1.0,3.0,0.0,0.0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2361,-34.58905,-58.402487,519000.0,350.0,350.0,1482.857142857143,1482.857142857143,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2362,-34.615551,-58.430121,226000.0,135.0,135.0,1674.0740740740741,1674.0740740740741,5.0,6.0,1.0,4.0,3.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2363,-34.595046,-58.384459,129800.0,67.0,67.0,1937.313432835821,1937.313432835821,2.0,12.0,0.0,6.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2364,-34.570569,-58.484859,155000.0,72.0,72.0,2152.777777777778,2152.777777777778,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2365,-34.5849435,-58.4052622,390000.0,123.0,111.0,3170.731707317073,3513.5135135135133,6.0,10.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2366,-34.5979593,-58.442389,91300.0,41.0,38.0,2226.829268292683,2402.6315789473683,1.0,7.0,0.0,0.0,5.0,1.0,0.0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2367,-34.5933706,-58.44223220000001,79000.0,40.0,35.0,1975.0,2257.142857142857,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
2368,-34.5933706,-58.44223220000001,75200.0,40.0,35.0,1880.0,2148.5714285714284,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
2369,-34.6110583,-58.4201892,130000.0,51.0,48.0,2549.019607843137,2708.333333333333,3.0,12.0,1.0,1.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2370,-34.6197064,-58.378702,60000.0,30.0,30.0,2000.0,2000.0,2.0,4.0,1.0,8.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2371,-34.611847999999995,-58.4240689,90000.0,40.0,36.0,2250.0,2500.0,1.0,8.0,0.0,1.0,12.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2372,-34.5900691,-58.3826775,190000.0,42.0,42.0,4523.809523809524,4523.809523809524,2.0,3.0,0.0,9.0,2.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2373,-34.5859408,-58.4174361,95000.0,40.0,40.0,2375.0,2375.0,2.0,10.0,1.0,1.0,4.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2374,-34.5963441,-58.4231714,64000.0,24.0,24.0,2666.6666666666665,2666.6666666666665,1.0,11.0,0.0,2.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2375,-34.595521999999995,-58.39751700000001,425000.0,201.0,201.0,2114.427860696517,2114.427860696517,5.0,4.0,0.0,0.0,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2376,-34.592161683600004,-58.3970734669,165000.0,70.0,70.0,2357.142857142857,2357.142857142857,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2377,-34.5796398202,-58.4386382449,229000.0,72.0,61.0,3180.555555555556,3754.098360655738,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2378,-34.62722,-58.445663,255000.0,121.0,89.0,2107.4380165289263,2865.168539325842,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2379,-34.5977233,-58.42178249999999,75000.0,30.0,28.0,2500.0,2678.5714285714284,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2380,-34.5755191,-58.401972,990000.0,375.0,375.0,2640.0,2640.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
