,Unnamed: 0.1,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,rooms,bus_stop,subway,park,school,police,hospital,Almagro,Barrio Norte,Belgrano,Caballito,Flores,Palermo,Recoleta,San Telmo,Villa Crespo,Villa Urquiza,_parrilla,_gimnasio,_sum,_pileta,_hidromasaje,_vigilancia,_playrooom,_cancha,_solarium,_al_frente,_nuevo?,_lavadero,_aire,_calefaccion,_luminoso,_garage,_balcon,_baulera,_terraza
4094,37737,620000.0,238.0,238.0,2605.0420168067226,2605.0420168067226,5.0,7.0,1.0,3.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
4095,37747,180000.0,72.0,55.0,2500.0,3272.7272727272725,3.0,19.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4096,37756,345000.0,118.0,115.0,2923.728813559321,3000.0,3.0,17.0,0.0,2.0,4.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
4097,37761,64900.0,37.0,26.0,1754.054054054054,2496.153846153846,1.0,8.0,0.0,2.0,2.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4098,37775,137000.0,51.0,47.0,2686.2745098039222,2914.8936170212764,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4099,37776,128000.0,40.0,40.0,3200.0,3200.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
4100,37779,250000.0,94.0,87.0,2659.5744680851058,2873.563218390805,4.0,6.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
4101,37780,181000.0,70.0,51.0,2585.714285714286,3549.0196078431372,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1
4102,37781,125000.0,46.0,42.0,2717.391304347826,2976.190476190476,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
4103,37782,74000.0,38.0,36.0,1947.3684210526321,2055.555555555556,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4104,37784,176000.0,84.0,84.0,2095.2380952380954,2095.2380952380954,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4105,37789,183000.0,72.0,65.0,2541.6666666666665,2815.384615384615,4.0,11.0,0.0,1.0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4106,37795,1209751.0,254.0,236.0,4762.799212598426,5126.063559322034,5.0,8.0,0.0,2.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4107,37804,370000.0,197.0,177.0,1878.1725888324872,2090.3954802259886,5.0,9.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4108,37808,435000.0,120.0,120.0,3625.0,3625.0,4.0,3.0,0.0,8.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
4109,37809,680000.0,140.0,140.0,4857.142857142857,4857.142857142857,4.0,6.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0
4110,37810,395000.0,148.0,145.0,2668.918918918919,2724.1379310344832,4.0,9.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
4111,37812,78000.0,43.0,33.0,1813.9534883720928,2363.6363636363635,2.0,8.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
4112,37816,74906.0,35.0,30.0,2140.1714285714284,2496.866666666667,1.0,7.0,0.0,1.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4113,37817,265000.0,89.0,80.0,2977.5280898876404,3312.5,4.0,6.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4114,37818,76648.0,35.0,30.0,2189.942857142857,2554.933333333333,1.0,7.0,0.0,1.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4115,37819,78390.0,35.0,30.0,2239.714285714286,2613.0,1.0,7.0,0.0,1.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4116,37820,86184.0,36.0,29.0,2394.0,2971.8620689655168,1.0,7.0,0.0,1.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4117,37821,84388.0,36.0,29.0,2344.1111111111113,2909.9310344827586,1.0,7.0,0.0,1.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4118,37825,82593.0,36.0,29.0,2294.25,2848.0344827586205,1.0,7.0,0.0,1.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4119,37826,74046.0,36.0,29.0,2056.833333333333,2553.310344827586,1.0,7.0,0.0,1.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4120,37828,170000.0,46.0,41.0,3695.652173913044,4146.341463414634,1.0,17.0,0.0,2.0,4.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
4121,37829,400000.0,149.0,149.0,2684.5637583892617,2684.5637583892617,4.0,11.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4122,37833,66000.0,23.0,23.0,2869.5652173913045,2869.5652173913045,1.0,10.0,2.0,2.0,2.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4123,37834,480000.0,147.0,142.0,3265.30612244898,3380.2816901408446,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4124,37835,145000.0,40.0,38.0,3625.0,3815.7894736842095,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
4125,37848,93000.0,38.0,36.0,2447.368421052632,2583.333333333333,2.0,9.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4126,37850,218000.0,77.0,61.0,2831.1688311688317,3573.7704918032787,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
4127,37853,349000.0,339.0,222.0,1029.4985250737464,1572.0720720720722,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
4128,37859,275000.0,104.0,104.0,2644.230769230769,2644.230769230769,4.0,12.0,0.0,0.0,2.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
4129,37883,140000.0,43.0,43.0,3255.813953488372,3255.813953488372,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4130,37889,150000.0,46.0,44.0,3260.8695652173915,3409.090909090909,2.0,9.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4131,37894,110000.0,37.0,37.0,2972.972972972973,2972.972972972973,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4132,37897,590000.0,304.0,121.0,1940.7894736842104,4876.033057851239,3.0,4.0,0.0,0.0,3.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
4133,37899,170000.0,49.0,46.0,3469.387755102041,3695.652173913044,1.0,20.0,0.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4134,37901,249000.0,119.0,41.0,2092.436974789916,6073.170731707317,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
4135,37904,350000.0,134.0,122.0,2611.9402985074626,2868.852459016393,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4136,37908,117000.0,50.0,45.0,2340.0,2600.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
4137,37912,355000.0,125.0,125.0,2840.0,2840.0,4.0,16.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0
4138,37913,64500.0,31.0,24.0,2080.6451612903224,2687.5,1.0,15.0,1.0,1.0,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4139,37915,140000.0,53.0,50.0,2641.509433962264,2800.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
4140,37918,80934.0,44.0,38.0,1839.409090909091,2129.842105263158,1.0,4.0,0.0,0.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
4141,37920,85540.0,44.0,38.0,1944.090909090909,2251.0526315789475,1.0,12.0,1.0,1.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
4142,37921,86668.0,44.0,38.0,1969.7272727272727,2280.7368421052633,1.0,12.0,1.0,1.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
4143,37925,87890.0,44.0,38.0,1997.5,2312.894736842105,1.0,12.0,1.0,1.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
4144,37928,76046.0,38.0,35.0,2001.210526315789,2172.7428571428572,1.0,11.0,0.0,1.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
4145,37931,95000.0,54.0,54.0,1759.2592592592596,1759.2592592592596,3.0,19.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4146,37932,82908.0,38.0,35.0,2181.7894736842104,2368.8,1.0,12.0,1.0,1.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
4147,37934,77362.0,38.0,34.0,2035.842105263158,2275.3529411764707,1.0,8.0,0.0,0.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
4148,37935,78490.0,38.0,34.0,2065.5263157894738,2308.5294117647063,1.0,7.0,0.0,0.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
4149,37936,79618.0,38.0,34.0,2095.2105263157896,2341.705882352941,1.0,8.0,0.0,0.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
4150,37937,80840.0,38.0,34.0,2127.368421052632,2377.6470588235293,1.0,12.0,1.0,1.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
4151,37938,81968.0,38.0,34.0,2157.0526315789475,2410.8235294117653,1.0,12.0,1.0,1.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
4152,37939,77268.0,42.0,33.0,1839.7142857142856,2341.454545454545,1.0,7.0,0.0,0.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
4153,37940,79618.0,38.0,32.0,2095.2105263157896,2488.0625,1.0,11.0,0.0,0.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
4154,37941,80746.0,38.0,32.0,2124.894736842105,2523.3125,1.0,12.0,1.0,1.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
4155,37942,83002.0,38.0,32.0,2184.2631578947367,2593.8125,1.0,7.0,0.0,0.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
4156,37943,85352.0,38.0,32.0,2246.1052631578946,2667.25,1.0,12.0,1.0,1.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
4157,37944,86480.0,38.0,32.0,2275.7894736842104,2702.5,1.0,12.0,1.0,1.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
4158,37945,78772.0,40.0,34.0,1969.3,2316.8235294117653,1.0,11.0,0.0,0.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
4159,37946,45000.0,21.0,21.0,2142.8571428571427,2142.8571428571427,1.0,3.0,0.0,1.0,5.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4160,37951,370000.0,400.0,300.0,925.0,1233.3333333333333,11.0,1.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4161,37952,215000.0,190.0,47.0,1131.578947368421,4574.468085106383,2.0,7.0,0.0,1.0,3.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4162,37953,165000.0,40.0,36.0,4125.0,4583.333333333333,1.0,15.0,0.0,4.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
4163,37954,295000.0,99.0,92.0,2979.7979797979797,3206.521739130435,4.0,8.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4164,37961,390000.0,131.0,131.0,2977.0992366412215,2977.0992366412206,4.0,16.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0
4165,37987,167000.0,90.0,90.0,1855.555555555556,1855.555555555556,3.0,19.0,1.0,0.0,4.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4166,38000,395000.0,287.0,287.0,1376.3066202090592,1376.3066202090592,7.0,2.0,0.0,0.0,7.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4167,38011,320000.0,105.0,100.0,3047.6190476190477,3200.0,4.0,5.0,0.0,3.0,5.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
4168,38017,340000.0,139.0,117.0,2446.043165467626,2905.982905982906,3.0,15.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
4169,38031,83000.0,38.0,33.0,2184.2105263157896,2515.151515151515,1.0,20.0,0.0,0.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4170,38034,106600.0,33.0,30.0,3230.3030303030305,3553.333333333333,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4172,38044,635000.0,226.0,121.0,2809.7345132743358,5247.93388429752,4.0,11.0,0.0,4.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1
4173,38045,125000.0,48.0,44.0,2604.1666666666665,2840.909090909091,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4174,38047,75000.0,25.0,23.0,3000.0,3260.8695652173915,1.0,6.0,0.0,0.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
4175,38049,510000.0,239.0,26.0,2133.8912133891213,19615.384615384617,5.0,25.0,1.0,0.0,2.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
4177,38054,93000.0,36.0,36.0,2583.333333333333,2583.333333333333,2.0,12.0,1.0,2.0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4178,38188,85000.0,27.0,27.0,3148.1481481481483,3148.1481481481487,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4179,38194,380000.0,154.0,154.0,2467.5324675324673,2467.5324675324678,5.0,10.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0
4180,38196,85000.0,34.0,34.0,2500.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
4181,38209,185000.0,97.0,97.0,1907.2164948453608,1907.2164948453608,4.0,6.0,0.0,1.0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4182,38212,155000.0,70.0,70.0,2214.285714285714,2214.285714285714,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
4183,38216,128000.0,55.0,55.0,2327.2727272727275,2327.2727272727275,4.0,16.0,0.0,2.0,5.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4184,38235,120000.0,48.0,48.0,2500.0,2500.0,2.0,8.0,0.0,1.0,4.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4185,38239,235000.0,89.0,89.0,2640.449438202247,2640.449438202247,3.0,8.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0
4186,38260,165000.0,67.0,67.0,2462.686567164179,2462.686567164179,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4187,38261,1100000.0,400.0,400.0,2750.0,2750.0,9.0,3.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
4188,38266,128000.0,61.0,61.0,2098.3606557377047,2098.3606557377047,3.0,9.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4189,38280,230000.0,110.0,110.0,2090.909090909091,2090.909090909091,4.0,6.0,0.0,1.0,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
4190,38281,93000.0,45.0,45.0,2066.6666666666665,2066.6666666666665,2.0,6.0,0.0,1.0,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
4191,38287,450000.0,318.0,318.0,1415.0943396226414,1415.0943396226417,3.0,15.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0
4192,38294,185000.0,79.0,79.0,2341.772151898734,2341.772151898734,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
4193,38342,844000.0,300.0,300.0,2813.333333333333,2813.333333333333,5.0,1.0,0.0,2.0,2.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
4194,38344,175000.0,70.0,70.0,2500.0,2500.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
4195,38345,1100000.0,400.0,366.0,2750.0,3005.464480874317,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
4196,38346,3000000.0,418.0,400.0,7177.033492822968,7500.0,5.0,6.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4197,38347,238000.0,52.0,50.0,4576.923076923077,4760.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
4198,38349,440000.0,88.0,83.0,5000.0,5301.204819277108,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
4199,38352,245000.0,84.0,72.0,2916.666666666666,3402.777777777778,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
4200,38353,245000.0,84.0,72.0,2916.666666666666,3402.777777777778,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
4201,38354,145600.0,56.0,53.0,2600.0,2747.169811320755,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
4202,38355,147500.0,56.0,53.0,2633.928571428572,2783.0188679245284,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
4203,38356,148000.0,56.0,53.0,2642.857142857143,2792.4528301886794,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
4204,38357,150000.0,56.0,53.0,2678.5714285714284,2830.1886792452833,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
4205,38358,157000.0,61.0,53.0,2573.770491803279,2962.264150943396,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
4206,38359,195000.0,96.0,56.0,2031.25,3482.142857142857,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
4207,38360,320000.0,110.0,100.0,2909.090909090909,3200.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
4208,38362,520000.0,147.0,107.0,3537.414965986395,4859.813084112149,4.0,20.0,0.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
