,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,rooms,Almagro,Barrio Norte,Belgrano,Caballito,Flores,Palermo,Recoleta,San Telmo,Villa Crespo,Villa Urquiza,_parrilla,_gimnasio,_sum,_pileta,_hidromasaje,_vigilancia,_playrooom,_cancha,_solarium,_al_frente,_nuevo?,_lavadero,_aire,_calefaccion,_luminoso,_garage,_balcon,_baulera,_terraza
3147,315000.0,107.0,104.0,2943.9252336448603,3028.8461538461547,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0
3148,740000.0,300.0,270.0,2466.6666666666665,2740.740740740741,10.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1
3149,315000.0,107.0,104.0,2943.9252336448603,3028.8461538461547,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
3150,95000.0,38.0,38.0,2500.0,2500.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
3151,128000.0,50.0,50.0,2560.0,2560.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3152,290000.0,93.0,87.0,3118.2795698924733,3333.333333333333,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0
3153,175000.0,59.0,55.0,2966.101694915254,3181.818181818182,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1
3154,210000.0,59.0,55.0,3559.322033898305,3818.181818181818,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1
3155,400000.0,137.0,130.0,2919.70802919708,3076.9230769230767,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
3156,650000.0,111.0,102.0,5855.855855855856,6372.549019607845,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3157,1140000.0,300.0,280.0,3800.0,4071.4285714285716,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0
3159,162000.0,46.0,42.0,3521.7391304347825,3857.142857142857,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3160,119000.0,42.0,42.0,2833.333333333333,2833.333333333333,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3161,119000.0,42.0,42.0,2833.333333333333,2833.333333333333,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3162,130000.0,54.0,47.0,2407.4074074074074,2765.9574468085107,1.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
3163,115000.0,50.0,50.0,2300.0,2300.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3164,255000.0,85.0,73.0,3000.0,3493.150684931507,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0
3165,295000.0,100.0,90.0,2950.0,3277.777777777778,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0
3166,702203.0,152.0,128.0,4619.756578947368,5485.9609375,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3167,517711.0,107.0,93.0,4838.420560747663,5566.7849462365575,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3168,767788.0,152.0,128.0,5051.236842105263,5998.34375,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3169,767788.0,166.0,142.0,4625.22891566265,5406.957746478874,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3170,663825.0,171.0,147.0,3882.017543859649,4515.816326530612,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3171,676625.0,142.0,128.0,4764.964788732394,5286.1328125,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3172,532790.0,107.0,93.0,4979.345794392523,5728.924731182796,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3173,107000.0,50.0,44.0,2140.0,2431.818181818182,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
3174,720509.0,151.0,142.0,4771.582781456954,5074.007042253521,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3175,579643.0,143.0,130.0,4053.447552447552,4458.792307692308,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3176,624860.0,171.0,147.0,3654.152046783625,4250.748299319728,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3177,419000.0,105.0,94.0,3990.476190476191,4457.446808510638,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
3178,310000.0,119.0,109.0,2605.0420168067226,2844.0366972477063,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0
3179,129000.0,47.0,43.0,2744.68085106383,3000.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1
3180,995000.0,372.0,355.0,2674.7311827956987,2802.8169014084497,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3181,190000.0,85.0,79.0,2235.294117647059,2405.0632911392404,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
3182,68000.0,28.0,26.0,2428.5714285714284,2615.384615384615,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3183,115000.0,35.0,35.0,3285.714285714286,3285.714285714286,1.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1
3184,2500000.0,453.0,414.0,5518.763796909492,6038.647342995168,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
3185,649000.0,140.0,132.0,4635.714285714285,4916.666666666667,4.0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1
3186,490000.0,180.0,180.0,2722.222222222222,2722.222222222222,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
3187,115000.0,44.0,40.0,2613.6363636363635,2875.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3188,135000.0,49.0,43.0,2755.1020408163267,3139.534883720931,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3189,210000.0,100.0,75.0,2100.0,2800.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
3190,96000.0,57.0,50.0,1684.2105263157896,1920.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3192,124000.0,52.0,45.0,2384.615384615385,2755.555555555556,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
3194,175000.0,75.0,70.0,2333.333333333333,2500.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
3195,565000.0,177.0,160.0,3192.090395480225,3531.25,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0
3198,80500.0,39.0,33.0,2064.102564102564,2439.3939393939395,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
3199,98339.0,34.0,31.0,2892.3235294117653,3172.225806451613,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3200,104028.0,36.0,32.0,2889.666666666666,3250.875,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3201,117436.0,42.0,38.0,2796.095238095238,3090.421052631579,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3202,119300.0,42.0,38.0,2840.476190476191,3139.4736842105267,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3203,121181.0,43.0,38.0,2818.1627906976746,3188.9736842105267,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3204,107057.0,34.0,31.0,3148.7352941176478,3453.451612903226,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3205,122671.0,41.0,36.0,2991.9756097560976,3407.527777777778,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3206,215232.0,119.0,44.0,1808.672268907563,4891.636363636364,4.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3207,140977.0,45.0,39.0,3132.822222222222,3614.794871794872,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3208,215775.0,68.0,56.0,3173.1617647058824,3853.125,2.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
3209,143000.0,46.0,46.0,3108.695652173913,3108.695652173913,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
3210,430000.0,181.0,171.0,2375.690607734807,2514.6198830409357,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
3211,107100.0,40.0,40.0,2677.5,2677.5,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3212,147000.0,72.0,46.0,2041.666666666667,3195.652173913043,2.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
3213,89000.0,34.0,29.0,2617.6470588235293,3068.9655172413795,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
3214,170000.0,68.0,59.0,2500.0,2881.35593220339,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
3215,180000.0,59.0,59.0,3050.8474576271187,3050.847457627119,2.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0
3216,135000.0,48.0,48.0,2812.5,2812.5,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3217,125000.0,52.0,52.0,2403.846153846154,2403.846153846154,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0
3218,640000.0,177.0,125.0,3615.819209039548,5120.0,5.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0
3219,109300.0,35.0,33.0,3122.857142857143,3312.121212121212,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
3220,550000.0,110.0,100.0,5000.0,5500.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3221,265000.0,76.0,75.0,3486.842105263158,3533.333333333333,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3222,127100.0,54.0,43.0,2353.703703703704,2955.813953488372,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1
3223,800000.0,228.0,196.0,3508.771929824561,4081.632653061225,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3224,122000.0,56.0,50.0,2178.5714285714284,2440.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3225,155000.0,54.0,50.0,2870.3703703703704,3100.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
3226,275000.0,107.0,107.0,2570.093457943925,2570.093457943925,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
3227,112000.0,47.0,42.0,2382.978723404255,2666.6666666666665,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3228,135000.0,65.0,56.0,2076.923076923077,2410.714285714286,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
3229,612491.0,143.0,130.0,4283.153846153846,4711.469230769231,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3230,76000.0,39.0,35.0,1948.7179487179485,2171.428571428572,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
3231,135000.0,41.0,41.0,3292.682926829268,3292.682926829268,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
3232,178187.0,51.0,48.0,3493.8627450980393,3712.229166666666,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3233,161010.0,46.0,42.0,3500.217391304348,3833.571428571429,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3234,181486.0,51.0,48.0,3558.549019607843,3780.958333333334,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3235,595000.0,221.0,200.0,2692.3076923076924,2975.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3236,184786.0,51.0,48.0,3623.254901960785,3849.708333333334,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3237,180288.0,50.0,47.0,3605.76,3835.914893617021,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3238,215000.0,70.0,50.0,3071.4285714285716,4300.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
3239,360000.0,155.0,155.0,2322.5806451612907,2322.5806451612907,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3240,269000.0,110.0,105.0,2445.454545454545,2561.904761904762,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
3241,188746.0,51.0,48.0,3700.901960784314,3932.208333333334,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3242,184151.0,50.0,47.0,3683.02,3918.1063829787236,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3243,192705.0,51.0,48.0,3778.529411764706,4014.6875,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3244,188014.0,50.0,47.0,3760.28,4000.297872340425,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3245,201285.0,51.0,48.0,3946.7647058823527,4193.4375,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3246,196385.0,50.0,47.0,3927.7,4178.404255319149,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3247,178090.0,45.0,41.0,3957.555555555556,4343.658536585366,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3248,204585.0,51.0,48.0,4011.470588235294,4262.1875,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3249,178489.0,45.0,42.0,3966.4222222222224,4249.738095238095,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3250,140000.0,54.0,50.0,2592.592592592593,2800.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3251,199604.0,45.0,42.0,4435.644444444444,4752.476190476191,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3252,360000.0,120.0,120.0,3000.0,3000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
3253,148000.0,58.0,45.0,2551.7241379310344,3288.888888888889,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3254,450000.0,127.0,127.0,3543.307086614173,3543.307086614173,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
3255,235000.0,94.0,83.0,2500.0,2831.3253012048194,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3256,850000.0,230.0,207.0,3695.652173913044,4106.280193236715,7.0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
3257,193600.0,69.0,69.0,2805.7971014492755,2805.7971014492755,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1
3258,219500.0,69.0,69.0,3181.159420289855,3181.1594202898546,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0
3259,120000.0,72.0,72.0,1666.6666666666667,1666.666666666667,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
3260,220000.0,67.0,67.0,3283.582089552239,3283.582089552239,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0
3261,128000.0,55.0,55.0,2327.2727272727275,2327.2727272727275,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
3262,135000.0,61.0,61.0,2213.1147540983607,2213.114754098361,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
3263,800000.0,130.0,130.0,6153.846153846153,6153.846153846153,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
3264,179000.0,43.0,41.0,4162.790697674419,4365.8536585365855,2.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
3265,58000.0,25.0,25.0,2320.0,2320.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3266,185000.0,60.0,60.0,3083.333333333333,3083.333333333333,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
3267,235000.0,82.0,70.0,2865.853658536585,3357.142857142857,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1
3268,84000.0,30.0,30.0,2800.0,2800.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3269,514000.0,361.0,361.0,1423.8227146814404,1423.8227146814404,5.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
3270,158700.0,48.0,41.0,3306.25,3870.731707317073,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3271,239800.0,75.0,68.0,3197.333333333333,3526.470588235294,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3272,459500.0,126.0,106.0,3646.8253968253966,4334.905660377359,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3273,198000.0,62.0,62.0,3193.548387096774,3193.548387096774,1.0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0
3274,88000.0,44.0,44.0,2000.0,2000.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
3275,335000.0,130.0,130.0,2576.923076923077,2576.923076923077,3.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1
3276,340000.0,114.0,114.0,2982.4561403508774,2982.456140350877,4.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
3277,67000.0,35.0,35.0,1914.2857142857142,1914.2857142857144,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3278,95000.0,42.0,42.0,2261.904761904762,2261.904761904762,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
3279,179000.0,78.0,72.0,2294.871794871795,2486.1111111111113,3.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3280,465000.0,207.0,183.0,2246.376811594203,2540.983606557377,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3281,270000.0,85.0,85.0,3176.470588235294,3176.470588235294,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3282,190000.0,75.0,75.0,2533.3333333333335,2533.333333333333,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
3283,179000.0,47.0,47.0,3808.5106382978724,3808.5106382978715,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3284,195000.0,74.0,64.0,2635.135135135135,3046.875,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0
3285,360000.0,181.0,168.0,1988.9502762430936,2142.8571428571427,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0
3286,64000.0,38.0,34.0,1684.2105263157896,1882.3529411764707,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
3287,315000.0,181.0,141.0,1740.3314917127072,2234.0425531914893,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
3288,350000.0,200.0,150.0,1750.0,2333.333333333333,4.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3289,205000.0,100.0,92.0,2050.0,2228.2608695652175,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0
3290,148419.0,49.0,41.0,3028.9591836734694,3619.9756097560976,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3291,75000.0,30.0,28.0,2500.0,2678.5714285714284,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3292,91000.0,63.0,49.0,1444.4444444444446,1857.142857142857,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3293,250000.0,100.0,90.0,2500.0,2777.777777777778,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0
3294,215000.0,123.0,120.0,1747.9674796747968,1791.666666666667,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0
3295,135000.0,71.0,63.0,1901.4084507042248,2142.8571428571427,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3296,165000.0,138.0,68.0,1195.6521739130435,2426.4705882352937,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3297,75000.0,37.0,37.0,2027.027027027027,2027.027027027027,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3298,55000.0,20.0,20.0,2750.0,2750.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
